transaction_id,transaction_day,transaction_month,transaction_year,transaction_time,transaction_qty,store_id,product_id,unit_price,product_category,product_type,product_detail
122245,8,6,2023,9:19:53,1,8,75,3.5,Bakery,Pastry,Croissant
122249,8,6,2023,9:20:48,1,8,75,3.5,Bakery,Pastry,Croissant
122252,8,6,2023,9:21:59,1,8,71,3.75,Bakery,Pastry,Chocolate Croissant
122255,8,6,2023,9:24:16,1,8,76,3.5,Bakery,Biscotti,Chocolate Chip Biscotti
122301,8,6,2023,9:50:51,1,8,71,3.75,Bakery,Pastry,Chocolate Croissant
122324,8,6,2023,9:58:21,1,8,73,3.75,Bakery,Pastry,Almond Croissant
122327,8,6,2023,9:58:58,1,8,70,3.25,Bakery,Scone,Cranberry Scone
122364,8,6,2023,10:12:05,1,8,70,3.25,Bakery,Scone,Cranberry Scone
122398,8,6,2023,10:27:28,1,8,71,3.75,Bakery,Pastry,Chocolate Croissant
122439,8,6,2023,10:42:25,1,8,74,3.5,Bakery,Biscotti,Ginger Biscotti
122445,8,6,2023,10:43:26,1,8,78,4.5,Bakery,Scone,Scottish Cream Scone 
122449,8,6,2023,10:43:53,1,8,71,3.75,Bakery,Pastry,Chocolate Croissant
122450,8,6,2023,10:43:53,1,8,71,3.75,Bakery,Pastry,Chocolate Croissant
122460,8,6,2023,10:44:31,1,8,74,3.5,Bakery,Biscotti,Ginger Biscotti
122463,8,6,2023,10:44:54,1,8,77,3,Bakery,Scone,Oatmeal Scone
122466,8,6,2023,10:45:55,1,8,72,3.25,Bakery,Scone,Ginger Scone
122471,8,6,2023,10:46:53,1,8,78,4.5,Bakery,Scone,Scottish Cream Scone 
122481,8,6,2023,10:49:05,1,8,78,4.5,Bakery,Scone,Scottish Cream Scone 
122509,8,6,2023,11:04:19,1,8,74,3.5,Bakery,Biscotti,Ginger Biscotti
122517,8,6,2023,11:07:09,1,8,71,3.75,Bakery,Pastry,Chocolate Croissant
122526,8,6,2023,11:13:35,1,8,69,3.25,Bakery,Biscotti,Hazelnut Biscotti
122534,8,6,2023,11:17:35,1,8,74,3.5,Bakery,Biscotti,Ginger Biscotti
122536,8,6,2023,11:17:50,1,8,77,3,Bakery,Scone,Oatmeal Scone
122560,8,6,2023,11:27:47,1,8,75,3.5,Bakery,Pastry,Croissant
122562,8,6,2023,11:27:47,1,8,73,3.75,Bakery,Pastry,Almond Croissant
122568,8,6,2023,11:29:35,1,8,71,3.75,Bakery,Pastry,Chocolate Croissant
122582,8,6,2023,11:41:18,1,8,71,3.75,Bakery,Pastry,Chocolate Croissant
122595,8,6,2023,11:51:05,1,8,79,3.75,Bakery,Scone,Jumbo Savory Scone
122618,8,6,2023,12:08:58,1,8,78,4.5,Bakery,Scone,Scottish Cream Scone 
122667,8,6,2023,12:52:28,1,8,78,4.5,Bakery,Scone,Scottish Cream Scone 
122712,8,6,2023,13:28:05,1,8,74,3.5,Bakery,Biscotti,Ginger Biscotti
122721,8,6,2023,13:33:54,1,8,70,3.25,Bakery,Scone,Cranberry Scone
122746,8,6,2023,13:58:35,1,8,76,3.5,Bakery,Biscotti,Chocolate Chip Biscotti
122771,8,6,2023,14:15:18,1,8,73,3.75,Bakery,Pastry,Almond Croissant
122775,8,6,2023,14:17:38,1,8,77,3,Bakery,Scone,Oatmeal Scone
122780,8,6,2023,14:23:49,1,8,76,3.5,Bakery,Biscotti,Chocolate Chip Biscotti
122801,8,6,2023,14:42:16,1,8,70,3.25,Bakery,Scone,Cranberry Scone
122814,8,6,2023,14:56:10,1,8,73,3.75,Bakery,Pastry,Almond Croissant
122866,8,6,2023,15:48:15,1,8,70,3.25,Bakery,Scone,Cranberry Scone
122888,8,6,2023,16:02:16,1,8,74,3.5,Bakery,Biscotti,Ginger Biscotti
122903,8,6,2023,16:12:35,1,8,78,4.5,Bakery,Scone,Scottish Cream Scone 
122918,8,6,2023,16:22:11,1,8,78,4.5,Bakery,Scone,Scottish Cream Scone 
122925,8,6,2023,16:28:28,1,8,74,3.5,Bakery,Biscotti,Ginger Biscotti
122952,8,6,2023,16:57:46,1,8,71,3.75,Bakery,Pastry,Chocolate Croissant
122993,8,6,2023,17:43:06,1,8,78,4.5,Bakery,Scone,Scottish Cream Scone 
123061,8,6,2023,18:39:58,1,8,75,3.5,Bakery,Pastry,Croissant
123097,8,6,2023,19:01:29,1,8,75,3.5,Bakery,Pastry,Croissant
123109,8,6,2023,19:13:11,1,8,71,3.75,Bakery,Pastry,Chocolate Croissant
123134,8,6,2023,19:30:03,1,8,77,3,Bakery,Scone,Oatmeal Scone
123174,9,6,2023,6:39:11,1,8,76,3.5,Bakery,Biscotti,Chocolate Chip Biscotti
123178,9,6,2023,6:48:55,1,8,78,4.5,Bakery,Scone,Scottish Cream Scone 
123192,9,6,2023,6:56:32,1,8,74,3.5,Bakery,Biscotti,Ginger Biscotti
123204,9,6,2023,7:01:58,1,8,75,3.5,Bakery,Pastry,Croissant
123210,9,6,2023,7:08:32,1,8,69,3.25,Bakery,Biscotti,Hazelnut Biscotti
123244,9,6,2023,7:19:45,1,8,71,3.75,Bakery,Pastry,Chocolate Croissant
123286,9,6,2023,7:42:24,1,8,76,3.5,Bakery,Biscotti,Chocolate Chip Biscotti
123316,9,6,2023,7:51:59,1,8,79,3.75,Bakery,Scone,Jumbo Savory Scone
123328,9,6,2023,7:53:17,1,8,75,3.5,Bakery,Pastry,Croissant
123349,9,6,2023,7:58:38,1,8,76,3.5,Bakery,Biscotti,Chocolate Chip Biscotti
123384,9,6,2023,8:12:40,1,8,79,3.75,Bakery,Scone,Jumbo Savory Scone
123405,9,6,2023,8:16:26,1,8,74,3.5,Bakery,Biscotti,Ginger Biscotti
123425,9,6,2023,8:22:57,1,8,69,3.25,Bakery,Biscotti,Hazelnut Biscotti
123474,9,6,2023,8:42:01,1,8,74,3.5,Bakery,Biscotti,Ginger Biscotti
123520,9,6,2023,9:03:38,1,8,71,3.75,Bakery,Pastry,Chocolate Croissant
123573,9,6,2023,9:24:12,1,8,73,3.75,Bakery,Pastry,Almond Croissant
123576,9,6,2023,9:25:09,1,8,72,3.25,Bakery,Scone,Ginger Scone
123589,9,6,2023,9:28:45,1,8,76,3.5,Bakery,Biscotti,Chocolate Chip Biscotti
123601,9,6,2023,9:31:32,1,8,74,3.5,Bakery,Biscotti,Ginger Biscotti
123606,9,6,2023,9:33:45,1,8,75,3.5,Bakery,Pastry,Croissant
123621,9,6,2023,9:38:57,1,8,69,3.25,Bakery,Biscotti,Hazelnut Biscotti
123627,9,6,2023,9:40:40,1,8,74,3.5,Bakery,Biscotti,Ginger Biscotti
123651,9,6,2023,9:45:47,1,8,71,3.75,Bakery,Pastry,Chocolate Croissant
123699,9,6,2023,9:59:28,1,8,79,3.75,Bakery,Scone,Jumbo Savory Scone
123782,9,6,2023,10:21:15,1,8,75,3.5,Bakery,Pastry,Croissant
123844,9,6,2023,10:44:54,1,8,71,3.75,Bakery,Pastry,Chocolate Croissant
123857,9,6,2023,10:47:34,1,8,73,3.75,Bakery,Pastry,Almond Croissant
123874,9,6,2023,10:52:12,1,8,69,3.25,Bakery,Biscotti,Hazelnut Biscotti
123906,9,6,2023,11:01:59,1,8,69,3.25,Bakery,Biscotti,Hazelnut Biscotti
123912,9,6,2023,11:07:41,1,8,72,3.25,Bakery,Scone,Ginger Scone
123914,9,6,2023,11:08:43,1,8,71,3.75,Bakery,Pastry,Chocolate Croissant
123915,9,6,2023,11:08:43,1,8,71,3.75,Bakery,Pastry,Chocolate Croissant
123925,9,6,2023,11:13:32,1,8,78,4.5,Bakery,Scone,Scottish Cream Scone 
123929,9,6,2023,11:13:55,1,8,71,3.75,Bakery,Pastry,Chocolate Croissant
123934,9,6,2023,11:18:44,1,8,71,3.75,Bakery,Pastry,Chocolate Croissant
123937,9,6,2023,11:19:31,1,8,78,4.5,Bakery,Scone,Scottish Cream Scone 
123945,9,6,2023,11:24:35,1,8,71,3.75,Bakery,Pastry,Chocolate Croissant
123946,9,6,2023,11:24:35,1,8,71,3.75,Bakery,Pastry,Chocolate Croissant
123947,9,6,2023,11:24:35,1,8,71,3.75,Bakery,Pastry,Chocolate Croissant
123954,9,6,2023,11:29:17,1,8,75,3.5,Bakery,Pastry,Croissant
123991,9,6,2023,12:18:44,1,8,71,3.75,Bakery,Pastry,Chocolate Croissant
123994,9,6,2023,12:19:33,1,8,70,3.25,Bakery,Scone,Cranberry Scone
123996,9,6,2023,12:19:38,1,8,74,3.5,Bakery,Biscotti,Ginger Biscotti
124028,9,6,2023,12:52:06,1,8,69,3.25,Bakery,Biscotti,Hazelnut Biscotti
124033,9,6,2023,13:00:49,1,8,76,3.5,Bakery,Biscotti,Chocolate Chip Biscotti
124065,9,6,2023,13:43:00,1,8,73,3.75,Bakery,Pastry,Almond Croissant
124069,9,6,2023,13:50:32,1,8,78,4.5,Bakery,Scone,Scottish Cream Scone 
124077,9,6,2023,13:54:50,1,8,78,4.5,Bakery,Scone,Scottish Cream Scone 
124079,9,6,2023,13:55:45,1,8,77,3,Bakery,Scone,Oatmeal Scone
124083,9,6,2023,13:59:37,1,8,79,3.75,Bakery,Scone,Jumbo Savory Scone
124085,9,6,2023,14:00:37,1,8,78,4.5,Bakery,Scone,Scottish Cream Scone 
124093,9,6,2023,14:02:50,1,8,71,3.75,Bakery,Pastry,Chocolate Croissant
124101,9,6,2023,14:17:09,1,8,73,3.75,Bakery,Pastry,Almond Croissant
124109,9,6,2023,14:21:24,1,8,75,3.5,Bakery,Pastry,Croissant
124129,9,6,2023,14:41:40,1,8,77,3,Bakery,Scone,Oatmeal Scone
124140,9,6,2023,15:09:25,1,8,78,4.5,Bakery,Scone,Scottish Cream Scone 
124154,9,6,2023,15:17:01,1,8,74,3.5,Bakery,Biscotti,Ginger Biscotti
124194,9,6,2023,16:07:40,1,8,74,3.5,Bakery,Biscotti,Ginger Biscotti
124211,9,6,2023,16:25:29,1,8,76,3.5,Bakery,Biscotti,Chocolate Chip Biscotti
124214,9,6,2023,16:30:19,1,8,70,3.25,Bakery,Scone,Cranberry Scone
124219,9,6,2023,16:39:28,1,8,71,3.75,Bakery,Pastry,Chocolate Croissant
124249,9,6,2023,17:26:00,1,8,73,3.75,Bakery,Pastry,Almond Croissant
124251,9,6,2023,17:31:32,1,8,79,3.75,Bakery,Scone,Jumbo Savory Scone
124258,9,6,2023,17:47:05,1,8,70,3.25,Bakery,Scone,Cranberry Scone
124264,9,6,2023,17:49:49,1,8,71,3.75,Bakery,Pastry,Chocolate Croissant
124268,9,6,2023,17:52:11,1,8,74,3.5,Bakery,Biscotti,Ginger Biscotti
124271,9,6,2023,17:56:14,1,8,70,3.25,Bakery,Scone,Cranberry Scone
124318,9,6,2023,18:43:22,1,8,76,3.5,Bakery,Biscotti,Chocolate Chip Biscotti
124367,9,6,2023,19:36:25,1,8,70,3.25,Bakery,Scone,Cranberry Scone
124369,9,6,2023,19:39:19,1,8,72,3.25,Bakery,Scone,Ginger Scone
124422,10,6,2023,6:31:48,1,8,78,4.5,Bakery,Scone,Scottish Cream Scone 
124424,10,6,2023,6:31:54,1,8,74,3.5,Bakery,Biscotti,Ginger Biscotti
124426,10,6,2023,6:32:05,1,8,77,3,Bakery,Scone,Oatmeal Scone
124438,10,6,2023,6:36:38,1,8,72,3.25,Bakery,Scone,Ginger Scone
124445,10,6,2023,6:40:12,1,8,70,3.25,Bakery,Scone,Cranberry Scone
124467,10,6,2023,6:54:25,1,8,79,3.75,Bakery,Scone,Jumbo Savory Scone
124471,10,6,2023,6:56:10,1,8,70,3.25,Bakery,Scone,Cranberry Scone
124486,10,6,2023,7:03:21,1,8,69,3.25,Bakery,Biscotti,Hazelnut Biscotti
124495,10,6,2023,7:04:25,1,8,76,3.5,Bakery,Biscotti,Chocolate Chip Biscotti
124524,10,6,2023,7:14:39,1,8,71,3.75,Bakery,Pastry,Chocolate Croissant
124525,10,6,2023,7:14:39,1,8,71,3.75,Bakery,Pastry,Chocolate Croissant
124542,10,6,2023,7:20:32,1,8,70,3.25,Bakery,Scone,Cranberry Scone
124544,10,6,2023,7:20:36,1,8,69,3.25,Bakery,Biscotti,Hazelnut Biscotti
124573,10,6,2023,7:35:32,1,8,75,3.5,Bakery,Pastry,Croissant
124584,10,6,2023,7:39:19,1,8,78,4.5,Bakery,Scone,Scottish Cream Scone 
124588,10,6,2023,7:40:20,1,8,76,3.5,Bakery,Biscotti,Chocolate Chip Biscotti
124667,10,6,2023,8:21:07,1,8,76,3.5,Bakery,Biscotti,Chocolate Chip Biscotti
124675,10,6,2023,8:23:42,1,8,70,3.25,Bakery,Scone,Cranberry Scone
124686,10,6,2023,8:26:10,1,8,73,3.75,Bakery,Pastry,Almond Croissant
124702,10,6,2023,8:30:35,1,8,74,3.5,Bakery,Biscotti,Ginger Biscotti
124714,10,6,2023,8:33:53,1,8,72,3.25,Bakery,Scone,Ginger Scone
124756,10,6,2023,8:50:56,1,8,72,3.25,Bakery,Scone,Ginger Scone
124788,10,6,2023,9:00:04,1,8,73,3.75,Bakery,Pastry,Almond Croissant
124798,10,6,2023,9:02:58,1,8,69,3.25,Bakery,Biscotti,Hazelnut Biscotti
124808,10,6,2023,9:04:30,1,8,69,3.25,Bakery,Biscotti,Hazelnut Biscotti
124826,10,6,2023,9:14:02,1,8,78,4.5,Bakery,Scone,Scottish Cream Scone 
124833,10,6,2023,9:18:28,1,8,77,3,Bakery,Scone,Oatmeal Scone
124851,10,6,2023,9:22:07,1,8,77,3,Bakery,Scone,Oatmeal Scone
124890,10,6,2023,9:35:13,1,8,69,3.25,Bakery,Biscotti,Hazelnut Biscotti
124891,10,6,2023,9:35:31,1,8,71,3.75,Bakery,Pastry,Chocolate Croissant
124950,10,6,2023,9:48:40,1,8,76,3.5,Bakery,Biscotti,Chocolate Chip Biscotti
124954,10,6,2023,9:49:26,1,8,70,3.25,Bakery,Scone,Cranberry Scone
124981,10,6,2023,10:01:04,1,8,78,4.5,Bakery,Scone,Scottish Cream Scone 
124996,10,6,2023,10:05:15,1,8,78,4.5,Bakery,Scone,Scottish Cream Scone 
125016,10,6,2023,10:09:56,1,8,71,3.75,Bakery,Pastry,Chocolate Croissant
125023,10,6,2023,10:12:55,1,8,71,3.75,Bakery,Pastry,Chocolate Croissant
125025,10,6,2023,10:13:14,1,8,78,4.5,Bakery,Scone,Scottish Cream Scone 
125030,10,6,2023,10:14:11,1,8,79,3.75,Bakery,Scone,Jumbo Savory Scone
125036,10,6,2023,10:16:30,1,8,76,3.5,Bakery,Biscotti,Chocolate Chip Biscotti
125045,10,6,2023,10:18:24,1,8,74,3.5,Bakery,Biscotti,Ginger Biscotti
125097,10,6,2023,10:39:49,1,8,75,3.5,Bakery,Pastry,Croissant
125112,10,6,2023,10:45:57,1,8,73,3.75,Bakery,Pastry,Almond Croissant
125121,10,6,2023,10:52:37,1,8,70,3.25,Bakery,Scone,Cranberry Scone
125144,10,6,2023,11:04:04,1,8,69,3.25,Bakery,Biscotti,Hazelnut Biscotti
125148,10,6,2023,11:07:48,1,8,79,3.75,Bakery,Scone,Jumbo Savory Scone
125170,10,6,2023,11:19:09,1,8,69,3.25,Bakery,Biscotti,Hazelnut Biscotti
125182,10,6,2023,11:25:34,1,8,73,3.75,Bakery,Pastry,Almond Croissant
125186,10,6,2023,11:26:00,1,8,69,3.25,Bakery,Biscotti,Hazelnut Biscotti
125189,10,6,2023,11:32:06,1,8,75,3.5,Bakery,Pastry,Croissant
125248,10,6,2023,12:45:10,1,8,77,3,Bakery,Scone,Oatmeal Scone
125269,10,6,2023,13:18:34,1,8,73,3.75,Bakery,Pastry,Almond Croissant
125321,10,6,2023,14:01:33,1,8,77,3,Bakery,Scone,Oatmeal Scone
125342,10,6,2023,14:26:40,1,8,73,3.75,Bakery,Pastry,Almond Croissant
125375,10,6,2023,14:59:12,1,8,74,3.5,Bakery,Biscotti,Ginger Biscotti
125379,10,6,2023,15:02:40,1,8,74,3.5,Bakery,Biscotti,Ginger Biscotti
125388,10,6,2023,15:14:40,1,8,76,3.5,Bakery,Biscotti,Chocolate Chip Biscotti
125395,10,6,2023,15:25:44,1,8,70,3.25,Bakery,Scone,Cranberry Scone
125399,10,6,2023,15:26:17,1,8,78,4.5,Bakery,Scone,Scottish Cream Scone 
125408,10,6,2023,15:33:07,1,8,69,3.25,Bakery,Biscotti,Hazelnut Biscotti
125413,10,6,2023,15:40:29,1,8,78,4.5,Bakery,Scone,Scottish Cream Scone 
125424,10,6,2023,15:55:22,1,8,73,3.75,Bakery,Pastry,Almond Croissant
125528,10,6,2023,17:59:51,1,8,73,3.75,Bakery,Pastry,Almond Croissant
125538,10,6,2023,18:04:47,1,8,70,3.25,Bakery,Scone,Cranberry Scone
125561,10,6,2023,18:30:17,1,8,71,3.75,Bakery,Pastry,Chocolate Croissant
125585,10,6,2023,19:18:20,1,8,71,3.75,Bakery,Pastry,Chocolate Croissant
125636,11,6,2023,6:30:12,1,8,79,3.75,Bakery,Scone,Jumbo Savory Scone
125648,11,6,2023,6:35:49,1,8,71,3.75,Bakery,Pastry,Chocolate Croissant
125656,11,6,2023,6:41:15,1,8,69,3.25,Bakery,Biscotti,Hazelnut Biscotti
125667,11,6,2023,6:46:40,1,8,78,4.5,Bakery,Scone,Scottish Cream Scone 
125668,11,6,2023,6:47:45,1,8,71,3.75,Bakery,Pastry,Chocolate Croissant
125669,11,6,2023,6:47:45,1,8,71,3.75,Bakery,Pastry,Chocolate Croissant
125674,11,6,2023,6:49:59,1,8,74,3.5,Bakery,Biscotti,Ginger Biscotti
125686,11,6,2023,6:57:04,1,8,69,3.25,Bakery,Biscotti,Hazelnut Biscotti
125693,11,6,2023,6:59:05,1,8,70,3.25,Bakery,Scone,Cranberry Scone
125702,11,6,2023,7:04:59,1,8,76,3.5,Bakery,Biscotti,Chocolate Chip Biscotti
125709,11,6,2023,7:05:27,1,8,72,3.25,Bakery,Scone,Ginger Scone
125724,11,6,2023,7:12:13,1,8,79,3.75,Bakery,Scone,Jumbo Savory Scone
125729,11,6,2023,7:13:13,1,8,69,3.25,Bakery,Biscotti,Hazelnut Biscotti
125746,11,6,2023,7:18:14,1,8,77,3,Bakery,Scone,Oatmeal Scone
125752,11,6,2023,7:20:38,1,8,79,3.75,Bakery,Scone,Jumbo Savory Scone
125766,11,6,2023,7:26:42,1,8,70,3.25,Bakery,Scone,Cranberry Scone
125769,11,6,2023,7:28:21,1,8,78,4.5,Bakery,Scone,Scottish Cream Scone 
125771,11,6,2023,7:28:29,1,8,71,3.75,Bakery,Pastry,Chocolate Croissant
125848,11,6,2023,8:06:30,1,8,71,3.75,Bakery,Pastry,Chocolate Croissant
125861,11,6,2023,8:13:15,1,8,77,3,Bakery,Scone,Oatmeal Scone
125863,11,6,2023,8:14:43,1,8,76,3.5,Bakery,Biscotti,Chocolate Chip Biscotti
125883,11,6,2023,8:20:52,1,8,69,3.25,Bakery,Biscotti,Hazelnut Biscotti
125896,11,6,2023,8:25:09,1,8,75,3.5,Bakery,Pastry,Croissant
125910,11,6,2023,8:28:55,1,8,77,3,Bakery,Scone,Oatmeal Scone
125928,11,6,2023,8:33:47,1,8,74,3.5,Bakery,Biscotti,Ginger Biscotti
125943,11,6,2023,8:36:55,1,8,73,3.75,Bakery,Pastry,Almond Croissant
125954,11,6,2023,8:41:32,1,8,78,4.5,Bakery,Scone,Scottish Cream Scone 
125968,11,6,2023,8:44:39,1,8,70,3.25,Bakery,Scone,Cranberry Scone
125976,11,6,2023,8:47:17,1,8,69,3.25,Bakery,Biscotti,Hazelnut Biscotti
125997,11,6,2023,8:54:00,1,8,77,3,Bakery,Scone,Oatmeal Scone
126000,11,6,2023,8:54:15,1,8,72,3.25,Bakery,Scone,Ginger Scone
126004,11,6,2023,8:55:01,1,8,76,3.5,Bakery,Biscotti,Chocolate Chip Biscotti
126017,11,6,2023,8:59:56,1,8,69,3.25,Bakery,Biscotti,Hazelnut Biscotti
126035,11,6,2023,9:05:37,1,8,69,3.25,Bakery,Biscotti,Hazelnut Biscotti
126037,11,6,2023,9:06:08,1,8,71,3.75,Bakery,Pastry,Chocolate Croissant
126041,11,6,2023,9:07:51,1,8,74,3.5,Bakery,Biscotti,Ginger Biscotti
126057,11,6,2023,9:12:55,1,8,78,4.5,Bakery,Scone,Scottish Cream Scone 
126088,11,6,2023,9:27:22,1,8,79,3.75,Bakery,Scone,Jumbo Savory Scone
126155,11,6,2023,9:57:18,1,8,71,3.75,Bakery,Pastry,Chocolate Croissant
126177,11,6,2023,10:07:57,1,8,71,3.75,Bakery,Pastry,Chocolate Croissant
126183,11,6,2023,10:11:25,1,8,69,3.25,Bakery,Biscotti,Hazelnut Biscotti
126192,11,6,2023,10:13:40,1,8,70,3.25,Bakery,Scone,Cranberry Scone
126209,11,6,2023,10:20:28,1,8,79,3.75,Bakery,Scone,Jumbo Savory Scone
126219,11,6,2023,10:24:24,1,8,73,3.75,Bakery,Pastry,Almond Croissant
126226,11,6,2023,10:26:10,1,8,71,3.75,Bakery,Pastry,Chocolate Croissant
126231,11,6,2023,10:27:13,1,8,70,3.25,Bakery,Scone,Cranberry Scone
126246,11,6,2023,10:31:05,1,8,71,3.75,Bakery,Pastry,Chocolate Croissant
126304,11,6,2023,10:54:48,1,8,70,3.25,Bakery,Scone,Cranberry Scone
126312,11,6,2023,10:58:34,1,8,73,3.75,Bakery,Pastry,Almond Croissant
126316,11,6,2023,10:58:51,1,8,74,3.5,Bakery,Biscotti,Ginger Biscotti
126322,11,6,2023,11:01:27,1,8,70,3.25,Bakery,Scone,Cranberry Scone
126326,11,6,2023,11:03:02,1,8,74,3.5,Bakery,Biscotti,Ginger Biscotti
126330,11,6,2023,11:05:06,1,8,71,3.75,Bakery,Pastry,Chocolate Croissant
126339,11,6,2023,11:13:09,1,8,69,3.25,Bakery,Biscotti,Hazelnut Biscotti
126342,11,6,2023,11:14:26,1,8,79,3.75,Bakery,Scone,Jumbo Savory Scone
126345,11,6,2023,11:14:38,1,8,72,3.25,Bakery,Scone,Ginger Scone
126347,11,6,2023,11:16:44,1,8,72,3.25,Bakery,Scone,Ginger Scone
126354,11,6,2023,11:22:56,1,8,71,3.75,Bakery,Pastry,Chocolate Croissant
126378,11,6,2023,11:46:44,1,8,77,3,Bakery,Scone,Oatmeal Scone
126388,11,6,2023,11:58:15,1,8,71,3.75,Bakery,Pastry,Chocolate Croissant
126442,11,6,2023,12:49:48,1,8,77,3,Bakery,Scone,Oatmeal Scone
126537,11,6,2023,14:23:07,1,8,71,3.75,Bakery,Pastry,Chocolate Croissant
126559,11,6,2023,14:36:31,1,8,75,3.5,Bakery,Pastry,Croissant
126565,11,6,2023,14:42:21,1,8,77,3,Bakery,Scone,Oatmeal Scone
126591,11,6,2023,15:19:13,1,8,70,3.25,Bakery,Scone,Cranberry Scone
126600,11,6,2023,15:32:00,1,8,71,3.75,Bakery,Pastry,Chocolate Croissant
126619,11,6,2023,15:58:37,1,8,77,3,Bakery,Scone,Oatmeal Scone
126640,11,6,2023,16:18:22,1,8,75,3.5,Bakery,Pastry,Croissant
126683,11,6,2023,16:57:48,1,8,74,3.5,Bakery,Biscotti,Ginger Biscotti
126741,11,6,2023,18:11:42,1,8,70,3.25,Bakery,Scone,Cranberry Scone
126758,11,6,2023,18:27:31,1,8,74,3.5,Bakery,Biscotti,Ginger Biscotti
126770,11,6,2023,18:50:01,1,8,73,3.75,Bakery,Pastry,Almond Croissant
126781,11,6,2023,19:08:16,1,8,71,3.75,Bakery,Pastry,Chocolate Croissant
126794,11,6,2023,19:23:16,1,8,69,3.25,Bakery,Biscotti,Hazelnut Biscotti
126800,11,6,2023,19:35:22,1,8,70,3.25,Bakery,Scone,Cranberry Scone
126804,11,6,2023,19:45:34,1,8,74,3.5,Bakery,Biscotti,Ginger Biscotti
126845,12,6,2023,6:36:55,1,8,78,4.5,Bakery,Scone,Scottish Cream Scone 
126856,12,6,2023,6:41:32,1,8,69,3.25,Bakery,Biscotti,Hazelnut Biscotti
126915,12,6,2023,7:06:05,1,8,73,3.75,Bakery,Pastry,Almond Croissant
126918,12,6,2023,7:06:11,1,8,73,3.75,Bakery,Pastry,Almond Croissant
126959,12,6,2023,7:24:53,1,8,70,3.25,Bakery,Scone,Cranberry Scone
127006,12,6,2023,7:47:56,1,8,73,3.75,Bakery,Pastry,Almond Croissant
127041,12,6,2023,8:00:24,1,8,71,3.75,Bakery,Pastry,Chocolate Croissant
127044,12,6,2023,8:01:15,1,8,78,4.5,Bakery,Scone,Scottish Cream Scone 
127047,12,6,2023,8:03:48,1,8,71,3.75,Bakery,Pastry,Chocolate Croissant
127048,12,6,2023,8:03:48,1,8,71,3.75,Bakery,Pastry,Chocolate Croissant
127049,12,6,2023,8:03:48,1,8,71,3.75,Bakery,Pastry,Chocolate Croissant
127099,12,6,2023,8:33:58,1,8,71,3.75,Bakery,Pastry,Chocolate Croissant
127105,12,6,2023,8:35:39,1,8,75,3.5,Bakery,Pastry,Croissant
127122,12,6,2023,8:46:36,1,8,71,3.75,Bakery,Pastry,Chocolate Croissant
127189,12,6,2023,9:11:44,1,8,75,3.5,Bakery,Pastry,Croissant
127196,12,6,2023,9:12:57,1,8,76,3.5,Bakery,Biscotti,Chocolate Chip Biscotti
127201,12,6,2023,9:13:14,1,8,76,3.5,Bakery,Biscotti,Chocolate Chip Biscotti
127207,12,6,2023,9:14:52,1,8,75,3.5,Bakery,Pastry,Croissant
127232,12,6,2023,9:26:20,1,8,72,3.25,Bakery,Scone,Ginger Scone
127246,12,6,2023,9:31:59,1,8,75,3.5,Bakery,Pastry,Croissant
127248,12,6,2023,9:32:06,1,8,69,3.25,Bakery,Biscotti,Hazelnut Biscotti
127271,12,6,2023,9:43:31,1,8,77,3,Bakery,Scone,Oatmeal Scone
127292,12,6,2023,9:54:30,1,8,75,3.5,Bakery,Pastry,Croissant
127306,12,6,2023,9:58:30,1,8,69,3.25,Bakery,Biscotti,Hazelnut Biscotti
127371,12,6,2023,10:23:13,1,8,75,3.5,Bakery,Pastry,Croissant
127373,12,6,2023,10:24:01,1,8,74,3.5,Bakery,Biscotti,Ginger Biscotti
127400,12,6,2023,10:33:37,1,8,72,3.25,Bakery,Scone,Ginger Scone
127429,12,6,2023,10:42:07,1,8,71,3.75,Bakery,Pastry,Chocolate Croissant
127449,12,6,2023,10:49:02,1,8,78,4.5,Bakery,Scone,Scottish Cream Scone 
127490,12,6,2023,11:09:20,1,8,75,3.5,Bakery,Pastry,Croissant
127496,12,6,2023,11:12:20,1,8,76,3.5,Bakery,Biscotti,Chocolate Chip Biscotti
127498,12,6,2023,11:12:46,1,8,76,3.5,Bakery,Biscotti,Chocolate Chip Biscotti
127559,12,6,2023,12:24:29,1,8,71,3.75,Bakery,Pastry,Chocolate Croissant
127567,12,6,2023,12:36:00,1,8,71,3.75,Bakery,Pastry,Chocolate Croissant
127600,12,6,2023,13:11:25,1,8,74,3.5,Bakery,Biscotti,Ginger Biscotti
127618,12,6,2023,13:30:19,1,8,79,3.75,Bakery,Scone,Jumbo Savory Scone
127627,12,6,2023,13:34:48,1,8,74,3.5,Bakery,Biscotti,Ginger Biscotti
127634,12,6,2023,13:40:40,1,8,74,3.5,Bakery,Biscotti,Ginger Biscotti
127652,12,6,2023,14:03:06,1,8,71,3.75,Bakery,Pastry,Chocolate Croissant
127718,12,6,2023,15:13:40,1,8,70,3.25,Bakery,Scone,Cranberry Scone
127739,12,6,2023,15:46:04,1,8,79,3.75,Bakery,Scone,Jumbo Savory Scone
127741,12,6,2023,15:46:42,1,8,75,3.5,Bakery,Pastry,Croissant
127755,12,6,2023,15:58:56,1,8,79,3.75,Bakery,Scone,Jumbo Savory Scone
127771,12,6,2023,16:16:28,1,8,71,3.75,Bakery,Pastry,Chocolate Croissant
